=== 셀 좌표 데이터 ===

총 셀 수: 459
테이블 크기: 74행 x 33열

list_id | 그리드(row,col) | rowspan | colspan | 물리X (start~end) | 물리Y (start~end)
    355 | (57,10)~(57,15) |       1 |       6 |  18007~ 24518 |  85218~ 86527
    356 | (57,16)~(57,18) |       1 |       3 |  24518~ 29402 |  85218~ 86527
    357 | (57,19)~(57,22) |       1 |       4 |  29402~ 33911 |  85218~ 86527
    358 | (57,23)~(57,27) |       1 |       5 |  33911~ 39872 |  85218~ 86527
    359 | (57,28)~(57,29) |       1 |       2 |  39872~ 43227 |  85218~ 86527
    360 | (57,30)~(57,32) |       1 |       3 |  43227~ 47882 |  85218~ 86527
    361 | (58, 5)~(58, 9) |       1 |       5 |  12909~ 18007 |  86527~ 87836
    362 | (58,10)~(58,15) |       1 |       6 |  18007~ 24518 |  86527~ 87836
    363 | (58,16)~(58,18) |       1 |       3 |  24518~ 29402 |  86527~ 87836
    364 | (58,19)~(58,22) |       1 |       4 |  29402~ 33911 |  86527~ 87836
    365 | (58,23)~(58,27) |       1 |       5 |  33911~ 39872 |  86527~ 87836
    366 | (58,28)~(58,29) |       1 |       2 |  39872~ 43227 |  86527~ 87836
    367 | (58,30)~(58,32) |       1 |       3 |  43227~ 47882 |  86527~ 87836
    368 | (59, 5)~(59, 9) |       1 |       5 |  12909~ 18007 |  87836~ 90025
    369 | (59,10)~(59,15) |       1 |       6 |  18007~ 24518 |  87836~ 90025
    370 | (59,16)~(59,18) |       1 |       3 |  24518~ 29402 |  87836~ 90025
    371 | (59,19)~(59,22) |       1 |       4 |  29402~ 33911 |  87836~ 90025
    372 | (59,23)~(59,27) |       1 |       5 |  33911~ 39872 |  87836~ 90025
    373 | (59,28)~(59,29) |       1 |       2 |  39872~ 43227 |  87836~ 90025
    374 | (59,30)~(59,32) |       1 |       3 |  43227~ 47882 |  87836~ 90025
    375 | (60, 5)~(60, 9) |       1 |       5 |  12909~ 18007 |  90025~ 92214
    376 | (60,10)~(60,15) |       1 |       6 |  18007~ 24518 |  90025~ 92214
    377 | (60,16)~(60,18) |       1 |       3 |  24518~ 29402 |  90025~ 92214
    378 | (60,19)~(60,22) |       1 |       4 |  29402~ 33911 |  90025~ 92214
    379 | (60,23)~(60,27) |       1 |       5 |  33911~ 39872 |  90025~ 92214
    380 | (60,28)~(60,29) |       1 |       2 |  39872~ 43227 |  90025~ 92214
    381 | (60,30)~(60,32) |       1 |       3 |  43227~ 47882 |  90025~ 92214
    382 | (61, 5)~(61, 9) |       1 |       5 |  12909~ 18007 |  92214~ 93523
    383 | (61,10)~(61,15) |       1 |       6 |  18007~ 24518 |  92214~ 93523
    384 | (61,16)~(61,18) |       1 |       3 |  24518~ 29402 |  92214~ 93523
    385 | (61,19)~(61,22) |       1 |       4 |  29402~ 33911 |  92214~ 93523
    386 | (61,23)~(61,27) |       1 |       5 |  33911~ 39872 |  92214~ 93523
    387 | (61,28)~(61,29) |       1 |       2 |  39872~ 43227 |  92214~ 93523
    388 | (61,30)~(61,32) |       1 |       3 |  43227~ 47882 |  92214~ 93523
    389 | (62, 5)~(62, 9) |       1 |       5 |  12909~ 18007 |  93523~ 94832
    390 | (62,10)~(62,15) |       1 |       6 |  18007~ 24518 |  93523~ 94832
    391 | (62,16)~(62,18) |       1 |       3 |  24518~ 29402 |  93523~ 94832
    392 | (62,19)~(62,22) |       1 |       4 |  29402~ 33911 |  93523~ 94832
    393 | (62,23)~(62,27) |       1 |       5 |  33911~ 39872 |  93523~ 94832
    394 | (62,28)~(62,29) |       1 |       2 |  39872~ 43227 |  93523~ 94832
    395 | (62,30)~(62,32) |       1 |       3 |  43227~ 47882 |  93523~ 94832
    396 | (63, 5)~(63, 9) |       1 |       5 |  12909~ 18007 |  94832~ 96141
    397 | (63,10)~(63,15) |       1 |       6 |  18007~ 24518 |  94832~ 96141
    398 | (63,16)~(63,18) |       1 |       3 |  24518~ 29402 |  94832~ 96141
    399 | (63,19)~(63,22) |       1 |       4 |  29402~ 33911 |  94832~ 96141
    400 | (63,23)~(63,27) |       1 |       5 |  33911~ 39872 |  94832~ 96141
    401 | (63,28)~(63,29) |       1 |       2 |  39872~ 43227 |  94832~ 96141
    402 | (63,30)~(63,32) |       1 |       3 |  43227~ 47882 |  94832~ 96141
    403 | (64, 5)~(64, 9) |       1 |       5 |  12909~ 18007 |  96141~ 97450
    404 | (64,10)~(64,15) |       1 |       6 |  18007~ 24518 |  96141~ 97450
    405 | (64,16)~(64,18) |       1 |       3 |  24518~ 29402 |  96141~ 97450
    406 | (64,19)~(64,22) |       1 |       4 |  29402~ 33911 |  96141~ 97450
    407 | (64,23)~(64,27) |       1 |       5 |  33911~ 39872 |  96141~ 97450
    408 | (64,28)~(64,29) |       1 |       2 |  39872~ 43227 |  96141~ 97450
    409 | (64,30)~(64,32) |       1 |       3 |  43227~ 47882 |  96141~ 97450
    410 | (65, 5)~(65, 9) |       1 |       5 |  12909~ 18007 |  97450~ 99639
    411 | (65,10)~(65,15) |       1 |       6 |  18007~ 24518 |  97450~ 99639
    412 | (65,16)~(65,18) |       1 |       3 |  24518~ 29402 |  97450~ 99639
    413 | (65,19)~(65,22) |       1 |       4 |  29402~ 33911 |  97450~ 99639
    414 | (65,23)~(65,27) |       1 |       5 |  33911~ 39872 |  97450~ 99639
    415 | (65,28)~(65,29) |       1 |       2 |  39872~ 43227 |  97450~ 99639
    416 | (65,30)~(65,32) |       1 |       3 |  43227~ 47882 |  97450~ 99639
    417 | (66, 5)~(66, 9) |       1 |       5 |  12909~ 18007 |  99639~101828
    418 | (66,10)~(66,15) |       1 |       6 |  18007~ 24518 |  99639~101828
    419 | (66,16)~(66,18) |       1 |       3 |  24518~ 29402 |  99639~101828
    420 | (66,19)~(66,22) |       1 |       4 |  29402~ 33911 |  99639~101828
    421 | (66,23)~(66,27) |       1 |       5 |  33911~ 39872 |  99639~101828
    422 | (66,28)~(66,29) |       1 |       2 |  39872~ 43227 |  99639~101828
    423 | (66,30)~(66,32) |       1 |       3 |  43227~ 47882 |  99639~101828
    424 | (67, 5)~(67, 9) |       1 |       5 |  12909~ 18007 | 101828~104017
    425 | (67,10)~(67,15) |       1 |       6 |  18007~ 24518 | 101828~104017
    426 | (67,16)~(67,18) |       1 |       3 |  24518~ 29402 | 101828~104017
    427 | (67,19)~(67,22) |       1 |       4 |  29402~ 33911 | 101828~104017
    428 | (67,23)~(67,27) |       1 |       5 |  33911~ 39872 | 101828~104017
    429 | (67,28)~(67,29) |       1 |       2 |  39872~ 43227 | 101828~104017
    430 | (67,30)~(67,32) |       1 |       3 |  43227~ 47882 | 101828~104017
    431 | (68, 5)~(68, 9) |       1 |       5 |  12909~ 18007 | 104017~106206
    432 | (68,10)~(68,15) |       1 |       6 |  18007~ 24518 | 104017~106206
    433 | (68,16)~(68,18) |       1 |       3 |  24518~ 29402 | 104017~106206
    434 | (68,19)~(68,22) |       1 |       4 |  29402~ 33911 | 104017~106206
    435 | (68,23)~(68,27) |       1 |       5 |  33911~ 39872 | 104017~106206
    436 | (68,28)~(68,29) |       1 |       2 |  39872~ 43227 | 104017~106206
    437 | (68,30)~(68,32) |       1 |       3 |  43227~ 47882 | 104017~106206
    438 | (69, 1)~(69, 4) |       1 |       4 |    565~ 12909 | 106206~108112
    439 | (69, 5)~(69, 9) |       1 |       5 |  12909~ 18007 | 106206~108112
    440 | (69,10)~(69,15) |       1 |       6 |  18007~ 24518 | 106206~108112
    441 | (69,16)~(69,18) |       1 |       3 |  24518~ 29402 | 106206~108112
    442 | (69,19)~(69,22) |       1 |       4 |  29402~ 33911 | 106206~108112
    443 | (69,23)~(69,27) |       1 |       5 |  33911~ 39872 | 106206~108112
    444 | (69,28)~(69,29) |       1 |       2 |  39872~ 43227 | 106206~108112
    445 | (69,30)~(69,32) |       1 |       3 |  43227~ 47882 | 106206~108112
    446 | (70, 0)~(72, 4) |       3 |       5 |      0~ 12909 | 108112~111790
    447 | (70, 5)~(70,11) |       1 |       7 |  12909~ 21337 | 108112~109338
    448 | (70,12)~(70,19) |       1 |       8 |  21337~ 29935 | 108112~109338
    449 | (70,20)~(70,27) |       1 |       8 |  29935~ 39872 | 108112~109338
    450 | (70,28)~(70,32) |       1 |       5 |  39872~ 47882 | 108112~109338
    451 | (71, 5)~(72, 7) |       2 |       3 |  12909~ 16301 | 109338~111790
    452 | (71, 8)~(71,11) |       1 |       4 |  16301~ 21337 | 109338~110564
    453 | (71,12)~(71,19) |       1 |       8 |  21337~ 29935 | 109338~110564
    454 | (71,20)~(71,27) |       1 |       8 |  29935~ 39872 | 109338~110564
    455 | (71,28)~(71,32) |       1 |       5 |  39872~ 47882 | 109338~110564
    456 | (72, 8)~(72,11) |       1 |       4 |  16301~ 21337 | 110564~111790
    457 | (72,12)~(72,19) |       1 |       8 |  21337~ 29935 | 110564~111790
    458 | (72,20)~(72,27) |       1 |       8 |  29935~ 39872 | 110564~111790
    459 | (72,28)~(72,32) |       1 |       5 |  39872~ 47882 | 110564~111790
    460 | (73, 0)~(73,32) |       1 |      33 |      0~ 47882 | 111790~125416
